Timestamp,ID (HEX),Message Name,Data (HEX),Decoded Signals,Legitimacy
1754869359.463555,00D,Replay_Attack,C5DC9C3A6EE1815D,{},Malign
1754869359.7455382,08D,Replay_Attack,00,{},Malign
1754869360.0481553,1A0,Replay_Attack,0000000000000001,{},Malign
1754869360.413071,010,Replay_Attack,2E9E9A47DB2C7B1F,{},Malign
1754869360.7423933,01A,Replay_Attack,0102,{},Malign
1754869361.0068486,0A2,Replay_Attack,00,{},Malign
1754869361.320305,290,Replay_Attack,0001,{},Malign
1754869361.640923,290,Replay_Attack,0001,{},Malign
1754869361.9060285,00E,Replay_Attack,53AFBE39E1A25D57,{},Malign
1754869362.2754283,006,Replay_Attack,0122041C154B1BD5,{},Malign
1754869362.509097,058,Replay_Attack,0322,{},Malign
1754869362.9818923,0A2,Replay_Attack,00,{},Malign
1754869363.321281,002,Replay_Attack,3FEA4C8FB8BD0414,{},Malign
1754869363.4724507,08D,Replay_Attack,00,{},Malign
1754869363.8960261,043,Replay_Attack,07BC001E,{},Malign
1754869364.3538866,00F,Replay_Attack,BDBF4B85BC0C63D2,{},Malign
1754869364.4125302,001,Replay_Attack,98B1C2D4F0E35ADD,{},Malign
1754869364.9098704,00D,Replay_Attack,345D34E3E7E5E5E2,{},Malign
1754869365.4042132,00B,Replay_Attack,ABAC7739F765641C,{},Malign
1754869365.7219188,01A,Replay_Attack,033A,{},Malign
1754869366.204366,4F0,Replay_Attack,0F01000000000000,{},Malign
1754869366.4914942,00A,Replay_Attack,7DF739FB2D811445,{},Malign
1754869366.5867941,010,Replay_Attack,0C48369A573AF95C,{},Malign
1754869366.6593144,6CA,Replay_Attack,94C7B8124C,{},Malign
1754869366.827828,004,Replay_Attack,D3363791614505D1,{},Malign
1754869367.2392685,008,Replay_Attack,0404E1394C040959,{},Malign
1754869367.4249687,058,Replay_Attack,02DB,{},Malign
1754869367.665705,00D,Replay_Attack,1539EA35DC111BE5,{},Malign
1754869368.1158085,0A2,Replay_Attack,00,{},Malign
1754869368.5423567,006,Replay_Attack,4730AC83CFC41BEE,{},Malign
1754869368.6975086,08D,Replay_Attack,00,{},Malign
1754869369.1408148,01A,Replay_Attack,00E8,{},Malign
1754869369.3996406,545,Replay_Attack,5401D8C7,{},Malign
1754869369.4782188,009,Replay_Attack,C79194F8C35E9134,{},Malign
1754869369.5508432,0A2,Replay_Attack,00,{},Malign
1754869369.9982812,006,Replay_Attack,647B912EAEDA6D44,{},Malign
1754869370.1758664,043,Replay_Attack,0CC4003E,{},Malign
1754869370.4192476,005,Replay_Attack,166E30BD569CAFA8,{},Malign
1754869370.891435,01A,Replay_Attack,017E,{},Malign
1754869370.944195,001,Replay_Attack,B2545C90647CE2D7,{},Malign
1754869371.3106525,0A2,Replay_Attack,00,{},Malign
1754869371.5186994,1A0,Replay_Attack,0000000000000001,{},Malign
1754869371.6381931,001,Replay_Attack,2FF6E919FE69B55A,{},Malign
1754869371.9743476,01A,Replay_Attack,02E0,{},Malign
1754869372.2628582,0A2,Replay_Attack,00,{},Malign
1754869372.6834517,009,Replay_Attack,7DB60270BB0EED82,{},Malign
1754869372.8363395,0A2,Replay_Attack,00,{},Malign
1754869372.9950063,058,Replay_Attack,01D5,{},Malign
1754869373.236337,01A,Replay_Attack,0229,{},Malign
1754869373.5642343,1A0,Replay_Attack,0000000000000001,{},Malign
1754869373.77045,000,Replay_Attack,4E432D9E7A3E1DBE,{},Malign
1754869374.0322688,386,Replay_Attack,,{},Malign
1754869374.150711,0A2,Replay_Attack,00,{},Malign
1754869374.3954377,02F,Replay_Attack,0002,{},Malign
1754869374.8303707,08D,Replay_Attack,00,{},Malign
1754869374.999906,0A2,Replay_Attack,00,{},Malign
1754869375.307602,27F,Replay_Attack,81111E,{},Malign
1754869375.7921903,01A,Replay_Attack,0114,{},Malign
1754869375.9122245,290,Replay_Attack,0001,{},Malign
1754869375.9782898,043,Replay_Attack,17700082,{},Malign
1754869376.360896,290,Replay_Attack,0001,{},Malign
1754869376.5939329,4F0,Replay_Attack,0F01000000000000,{},Malign
1754869377.0247738,02F,Replay_Attack,0025,{},Malign
1754869377.3729708,01A,Replay_Attack,021C,{},Malign
1754869377.608896,02F,Replay_Attack,006C,{},Malign
1754869378.0649745,008,Replay_Attack,664C6C700B753079,{},Malign
1754869378.2137408,010,Replay_Attack,B1EDA11B06EBFF07,{},Malign
1754869378.4667258,043,Replay_Attack,0C71003C,{},Malign
1754869378.72562,08D,Replay_Attack,00,{},Malign
1754869378.8263035,058,Replay_Attack,01FE,{},Malign
1754869379.0959878,290,Replay_Attack,0001,{},Malign
1754869379.346335,006,Replay_Attack,3B00E9091F234824,{},Malign
1754869379.488029,043,Replay_Attack,17700082,{},Malign
1754869379.9757974,043,Replay_Attack,0B1F0033,{},Malign
1754869380.2785478,00D,Replay_Attack,A98D43BBA0B6DCD2,{},Malign
1754869380.3679922,08D,Replay_Attack,00,{},Malign
1754869380.5147855,00E,Replay_Attack,30F7B5F55A711AE5,{},Malign
1754869380.7528284,290,Replay_Attack,0001,{},Malign
1754869381.0038583,0A2,Replay_Attack,00,{},Malign
1754869381.4309394,01A,Replay_Attack,0371,{},Malign
1754869381.9116793,01A,Replay_Attack,01BD,{},Malign
1754869382.278507,290,Replay_Attack,0001,{},Malign
1754869382.6206574,00F,Replay_Attack,1C7DC9619A99B2F9,{},Malign
1754869382.800843,043,Replay_Attack,03C50004,{},Malign
1754869382.9264271,043,Replay_Attack,17700082,{},Malign
1754869383.046208,290,Replay_Attack,0001,{},Malign
1754869383.5372272,1A0,Replay_Attack,0000000000000001,{},Malign
1754869383.9123824,006,Replay_Attack,0AFC829D0195BF1E,{},Malign
1754869384.341256,007,Replay_Attack,C4C3CB5892CC8B3B,{},Malign
1754869384.8104417,00A,Replay_Attack,18E815B2F8942B54,{},Malign
1754869385.0493526,058,Replay_Attack,02C2,{},Malign
1754869385.5145814,01A,Replay_Attack,01A0,{},Malign
1754869385.8564954,00A,Replay_Attack,2588400530634767,{},Malign
1754869386.0640137,00A,Replay_Attack,2B651B67B5BE1837,{},Malign
1754869386.1984897,01A,Replay_Attack,00E1,{},Malign
1754869386.556021,02F,Replay_Attack,03C5,{},Malign
1754869386.6992729,058,Replay_Attack,02D6,{},Malign
1754869386.8381062,02F,Replay_Attack,03E9,{},Malign
1754869387.2739525,02F,Replay_Attack,004A,{},Malign
1754869387.3625739,37F,Replay_Attack,D58565,{},Malign
1754869387.4686136,08D,Replay_Attack,00,{},Malign
1754869387.5690773,058,Replay_Attack,0363,{},Malign
1754869387.7089345,00C,Replay_Attack,D368CA5A966AF477,{},Malign
1754869387.8181968,00A,Replay_Attack,CDA4CFA1DAE39A25,{},Malign
1754869387.985836,043,Replay_Attack,17700082,{},Malign
1754869388.469528,0A2,Replay_Attack,00,{},Malign
1754869388.7056642,00D,Replay_Attack,1D206B495044A51A,{},Malign
1754869388.935304,003,Replay_Attack,6D8E76B553101166,{},Malign
1754869389.320654,002,Replay_Attack,A3254576935C56B2,{},Malign
1754869389.767259,058,Replay_Attack,02DB,{},Malign
1754869389.9966824,00A,Replay_Attack,C0081182AF0D6D67,{},Malign
1754869390.1713378,006,Replay_Attack,1B3ACB34A8AE17C2,{},Malign
1754869390.3848615,02F,Replay_Attack,03DC,{},Malign
1754869390.6489453,00D,Replay_Attack,207D060251A86F31,{},Malign
1754869390.9734447,13A,Replay_Attack,0ADAE75490941D09,{},Malign
1754869391.3416,002,Replay_Attack,A5A2062F17B5728F,{},Malign
1754869391.8127344,02F,Replay_Attack,03A2,{},Malign
1754869392.210245,02F,Replay_Attack,0026,{},Malign
1754869392.2631764,01A,Replay_Attack,007B,{},Malign
1754869392.6088061,0A2,Replay_Attack,00,{},Malign
1754869393.0043218,001,Replay_Attack,43254871E2D95BC2,{},Malign
1754869393.1406546,08D,Replay_Attack,00,{},Malign
1754869393.4169424,02F,Replay_Attack,0026,{},Malign
1754869393.7605503,010,Replay_Attack,8BEE2A043A91BA04,{},Malign
1754869394.1656952,00E,Replay_Attack,3060A2FAC8D1DC35,{},Malign
1754869394.6091816,290,Replay_Attack,0001,{},Malign
1754869394.899242,01A,Replay_Attack,01CC,{},Malign
1754869395.3618736,00E,Replay_Attack,8DB5868D45DAF7D7,{},Malign
1754869395.6871433,043,Replay_Attack,17700082,{},Malign
1754869396.1218743,00C,Replay_Attack,4AB371607D2E842B,{},Malign
1754869396.5916653,010,Replay_Attack,FF723BBDFED7D8B4,{},Malign
1754869396.7782862,002,Replay_Attack,E76DB4CD0C23EA0D,{},Malign
1754869397.153777,08D,Replay_Attack,00,{},Malign
1754869397.4714456,0A2,Replay_Attack,00,{},Malign
1754869397.928852,0A2,Replay_Attack,00,{},Malign
1754869398.2647822,790,Replay_Attack,5BCCD222,{},Malign
1754869398.7457135,002,Replay_Attack,5EBD4806EF3906C4,{},Malign
1754869399.0679834,006,Replay_Attack,92C0CB41C9E11116,{},Malign
1754869399.1908193,002,Replay_Attack,42660E9AA4D5E1D6,{},Malign
1754869399.619015,290,Replay_Attack,0001,{},Malign
1754869399.757158,1C6,Replay_Attack,D68FD974,{},Malign
1754869400.168789,0E0,Replay_Attack,C5D525C47186D1D3,{},Malign
1754869400.398072,003,Replay_Attack,B154A0B709634A05,{},Malign
1754869400.5227597,01A,Replay_Attack,01BB,{},Malign
1754869400.7751436,290,Replay_Attack,0001,{},Malign
1754869401.1241717,058,Replay_Attack,01A7,{},Malign
1754869401.372021,56F,Replay_Attack,6224D492F030,{},Malign
1754869401.534611,290,Replay_Attack,0001,{},Malign
1754869401.879739,00C,Replay_Attack,09FDFB5427CAA709,{},Malign
1754869402.058592,01A,Replay_Attack,00C5,{},Malign
1754869402.4684722,001,Replay_Attack,B5E0F1896A86EAF9,{},Malign
1754869402.8104632,12D,Replay_Attack,,{},Malign
1754869402.958948,08D,Replay_Attack,00,{},Malign
1754869403.2035625,007,Replay_Attack,76937F53298FD645,{},Malign
1754869403.5908463,0A2,Replay_Attack,00,{},Malign
1754869403.9108388,008,Replay_Attack,ED64982D2D786035,{},Malign
1754869404.0847993,000,Replay_Attack,C999F886C3F75587,{},Malign
1754869404.2584577,00A,Replay_Attack,D5885CEFC830BC21,{},Malign
1754869404.4306357,006,Replay_Attack,8341C845E17BA644,{},Malign
1754869404.8957667,290,Replay_Attack,0001,{},Malign
1754869405.2407358,08D,Replay_Attack,00,{},Malign
1754869405.395495,006,Replay_Attack,8244AEEB8E94C330,{},Malign
1754869405.5394843,08D,Replay_Attack,00,{},Malign
1754869405.788682,00C,Replay_Attack,772597196BB0E284,{},Malign
1754869406.088167,548,Replay_Attack,9FA68A,{},Malign
1754869406.4525957,290,Replay_Attack,0001,{},Malign
1754869406.9414446,02F,Replay_Attack,0399,{},Malign
1754869407.3739548,009,Replay_Attack,32789A1569259EBA,{},Malign
1754869407.5246,08D,Replay_Attack,00,{},Malign
1754869407.8204038,08D,Replay_Attack,00,{},Malign
1754869408.0651999,00B,Replay_Attack,76A0052FCE43FBA7,{},Malign
1754869408.5009246,01A,Replay_Attack,0181,{},Malign
1754869408.9263332,00D,Replay_Attack,7CE6B1BA33C41E3F,{},Malign
1754869409.4038458,00B,Replay_Attack,7CA26A690E21C8B2,{},Malign
1754869409.7609184,058,Replay_Attack,0303,{},Malign
1754869409.8809793,043,Replay_Attack,0D1A0040,{},Malign
1754869410.0435371,004,Replay_Attack,2E2E2B26E3C4F3BA,{},Malign
1754869410.2795405,0A2,Replay_Attack,00,{},Malign
1754869410.3613222,08D,Replay_Attack,00,{},Malign
1754869410.6107895,08D,Replay_Attack,00,{},Malign
1754869410.7887466,290,Replay_Attack,0001,{},Malign
1754869410.9281168,02F,Replay_Attack,006C,{},Malign
1754869411.3318567,010,Replay_Attack,928BDEE1CCA5A462,{},Malign
1754869411.6389089,003,Replay_Attack,5203E11994B1ACD2,{},Malign
1754869411.8960314,007,Replay_Attack,9DC11E7FF4F09BF3,{},Malign
1754869412.1866643,02F,Replay_Attack,003A,{},Malign
1754869412.3627355,02F,Replay_Attack,0086,{},Malign
