Timestamp,ID (HEX),Message Name,Data (HEX),Decoded Signals,Legitimacy
1754869342.3350756,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869342.536782,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869342.7397861,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869343.1259234,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869343.4552987,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869343.5241647,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869343.859747,244,Spoofed_Engine_RPM_Speed,1F40800000000000,{},Malign
1754869343.9404895,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869344.2991765,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869344.7981765,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869344.9488566,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869345.2676644,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869345.5526953,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869346.044147,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869346.1160214,244,Spoofed_Engine_RPM_Speed,1F40800000000000,{},Malign
1754869346.4993792,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869346.9437928,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869347.1905646,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869347.3865483,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869347.772627,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869348.0293934,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869348.2313573,244,Spoofed_Engine_RPM_Speed,1F40800000000000,{},Malign
1754869348.6432025,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869348.7591841,244,Spoofed_Engine_RPM_Speed,1F40800000000000,{},Malign
1754869348.8766947,4F0,Spoofed_Door_Status,0F01000000000000,{},Malign
1754869348.92907,244,Spoofed_Engine_RPM_Speed,1F40800000000000,{},Malign
1754869349.3592083,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869349.4923222,244,Spoofed_Engine_RPM_Speed,1F40800000000000,{},Malign
1754869349.7308383,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869350.199165,244,Spoofed_Engine_RPM_Speed,1F40800000000000,{},Malign
1754869350.3019216,244,Spoofed_Engine_RPM_Speed,1F40800000000000,{},Malign
1754869350.5734994,244,Spoofed_Engine_RPM_Speed,1F40800000000000,{},Malign
1754869350.8334363,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
1754869350.904969,244,Spoofed_Engine_RPM_Speed,1F40800000000000,{},Malign
1754869351.2972517,1A0,Spoofed_Brake_Operation,0000000000000001,{},Malign
