Timestamp,ID (HEX),Message Name,Data (HEX),Decoded Signals,Legitimacy
1754858026.6299887,000,DoS_Attack,8200E1CDD27FB27D,{},Malign
1754858026.687091,000,DoS_Attack,DA06C087E8671719,{},Malign
1754858026.7634447,009,DoS_Attack,6A4015454B47A2A1,{},Malign
1754858026.8002577,007,DoS_Attack,EE7EF15D2B4087F6,{},Malign
1754858026.8262875,010,DoS_Attack,D311B8C267BB89C9,{},Malign
1754858026.9246585,009,DoS_Attack,F51EBD217DFD1B32,{},Malign
1754858026.9925072,00F,DoS_Attack,130115E42E77FFF8,{},Malign
1754858027.0478652,001,DoS_Attack,C160B738CC33A484,{},Malign
1754858027.1045964,007,DoS_Attack,620DA928DF25AE3A,{},Malign
1754858027.185434,003,DoS_Attack,3236593C71714B80,{},Malign
1754858027.256105,010,DoS_Attack,D182E94E80F1FD2E,{},Malign
1754858027.3018992,002,DoS_Attack,FB27A9B26D858057,{},Malign
1754858027.35764,001,DoS_Attack,E477450973E51811,{},Malign
1754858027.387671,006,DoS_Attack,6425BDD9F290384B,{},Malign
1754858027.4500647,010,DoS_Attack,A6BB37E4F14D9BAB,{},Malign
1754858027.497157,00A,DoS_Attack,98630109124BD0BD,{},Malign
1754858027.540746,00B,DoS_Attack,7E95D4CCE6BF2510,{},Malign
1754858027.5658493,002,DoS_Attack,84DFEE64F075DA3F,{},Malign
1754858027.5930028,00C,DoS_Attack,61481FDF0E6823A7,{},Malign
1754858027.6712909,00B,DoS_Attack,C2EA3EF12D38E9B2,{},Malign
1754858027.7279916,001,DoS_Attack,ECCCD95D9B80F5CB,{},Malign
1754858027.7908654,00C,DoS_Attack,A886D5BB0C6F2840,{},Malign
1754858027.820951,002,DoS_Attack,74235077EE3B2152,{},Malign
1754858027.878001,00D,DoS_Attack,3F3F2606CD118E97,{},Malign
1754858027.9497392,010,DoS_Attack,1B16C18A2688A8E7,{},Malign
1754858028.006853,004,DoS_Attack,6CF41C356C280FBA,{},Malign
1754858028.0778396,008,DoS_Attack,86FB79D594BF714A,{},Malign
1754858028.1199346,00C,DoS_Attack,BC803196D734F031,{},Malign
1754858028.1741307,00F,DoS_Attack,E645B739CF8B2275,{},Malign
1754858028.2056468,010,DoS_Attack,700B01268A1FA68A,{},Malign
1754858028.2363245,00C,DoS_Attack,B0B8EEB43C7844C9,{},Malign
1754858028.2667737,00C,DoS_Attack,ACA6A32EE96196F8,{},Malign
1754858028.3410027,001,DoS_Attack,56C4AF253D7335DA,{},Malign
1754858028.4205253,002,DoS_Attack,FEF5440791ED4685,{},Malign
1754858028.503281,008,DoS_Attack,BF572403C4EDFC7B,{},Malign
1754858028.5844495,00C,DoS_Attack,7621616CCC67C412,{},Malign
1754858028.66078,007,DoS_Attack,B429377AEB1F6DC0,{},Malign
1754858028.6767929,007,DoS_Attack,0A160238E928D330,{},Malign
1754858028.7628698,007,DoS_Attack,F1E7490AAD5C869B,{},Malign
1754858028.8186238,00F,DoS_Attack,22F734FAECF86055,{},Malign
1754858028.9111116,001,DoS_Attack,D328AF0D4F8F8CDA,{},Malign
1754858028.9954343,001,DoS_Attack,04C57ACA848728BF,{},Malign
1754858029.045575,009,DoS_Attack,DFA742C4AD511CB9,{},Malign
1754858029.0677345,006,DoS_Attack,07B654CC18FEE7FA,{},Malign
1754858029.0978026,00D,DoS_Attack,2116E2D0DF7FA660,{},Malign
1754858029.192465,00B,DoS_Attack,6FEAC058A5F20D81,{},Malign
1754858029.2037766,00C,DoS_Attack,809D60C671E82808,{},Malign
1754858029.2872057,010,DoS_Attack,49FA1499B0A3DFC7,{},Malign
1754858029.3765173,010,DoS_Attack,F62233D9CD030163,{},Malign
1754858029.4676077,004,DoS_Attack,A89FC58F0EDE3D9D,{},Malign
1754858029.5183153,003,DoS_Attack,3C12818ABECBE4D7,{},Malign
1754858029.563477,004,DoS_Attack,5E5B3407BBB19421,{},Malign
1754858029.591576,002,DoS_Attack,585C6CE1F97E67F6,{},Malign
1754858029.6686053,007,DoS_Attack,0022A034459411CB,{},Malign
1754858029.707854,00D,DoS_Attack,9D6F55E2B16D33F9,{},Malign
1754858029.7290156,00C,DoS_Attack,731B2B907738B435,{},Malign
1754858029.7497756,001,DoS_Attack,449C1BA24EA8C3AC,{},Malign
1754858029.7719285,003,DoS_Attack,4A73AD01FC5ECCB2,{},Malign
1754858029.795681,009,DoS_Attack,FB26E0C8A0CE29BD,{},Malign
1754858029.820699,007,DoS_Attack,B03A906152089514,{},Malign
1754858029.9157617,00B,DoS_Attack,DD2AA814F39D0E26,{},Malign
1754858029.9902992,00D,DoS_Attack,B53A5FC33F831895,{},Malign
1754858030.0155349,00B,DoS_Attack,0F024B7A0D99A8BC,{},Malign
1754858030.099001,00C,DoS_Attack,230AD9B49C98F759,{},Malign
1754858030.1230643,00B,DoS_Attack,B6E20ED78FF7B0A6,{},Malign
1754858030.2100575,006,DoS_Attack,731E2568BCFEFF23,{},Malign
1754858030.2721913,006,DoS_Attack,87D8175F01AD8C28,{},Malign
1754858030.3674817,00C,DoS_Attack,B56BA5AED7B025CA,{},Malign
1754858030.380904,008,DoS_Attack,FF06F9FE4720B1FB,{},Malign
1754858030.3967967,006,DoS_Attack,9ECAABEAAE9D2631,{},Malign
1754858030.4344957,007,DoS_Attack,58AC006332D291F4,{},Malign
1754858030.4533534,000,DoS_Attack,EA401502EA17E529,{},Malign
1754858030.5361514,000,DoS_Attack,62C499B880C51FD4,{},Malign
1754858030.5564253,009,DoS_Attack,B61C4E194123DE42,{},Malign
1754858030.6428225,002,DoS_Attack,CEB554C48FA22BCC,{},Malign
1754858030.6847816,010,DoS_Attack,70DEED01ABF71627,{},Malign
1754858030.7238288,000,DoS_Attack,F6B8A5F83DE3D27E,{},Malign
1754858030.822861,00B,DoS_Attack,B8DBF430821717D8,{},Malign
1754858030.9152875,00F,DoS_Attack,5FB21B4E602EDF66,{},Malign
1754858030.9559376,001,DoS_Attack,6ED2C21AB12C05B9,{},Malign
1754858031.0260458,005,DoS_Attack,8F4FFD735DD01CD3,{},Malign
1754858031.1227858,005,DoS_Attack,4364F7EB9D1C4A99,{},Malign
1754858031.1361842,002,DoS_Attack,C6045BE92BB09418,{},Malign
1754858031.2332542,00C,DoS_Attack,211534267EA8B19A,{},Malign
1754858031.3194816,00E,DoS_Attack,29ABC1143735033A,{},Malign
1754858031.349617,007,DoS_Attack,6EEEE1D36988C875,{},Malign
1754858031.3699236,00F,DoS_Attack,52F77303075D7BEF,{},Malign
1754858031.4095852,000,DoS_Attack,4E884416006C186D,{},Malign
1754858031.4247673,008,DoS_Attack,7F360C399C5EA491,{},Malign
1754858031.475039,001,DoS_Attack,F69F935FEE1E356A,{},Malign
1754858031.5743563,00E,DoS_Attack,45608FD69FF58B33,{},Malign
1754858031.6567783,000,DoS_Attack,110651C70B3C1787,{},Malign
1754858031.7500129,001,DoS_Attack,5845EE1920B9EF0E,{},Malign
1754858031.8249779,00D,DoS_Attack,5DBEE50348604630,{},Malign
1754858031.8539772,002,DoS_Attack,BA45CAA8DB4F35B1,{},Malign
1754858031.9230044,00B,DoS_Attack,89737850B5472EE9,{},Malign
1754858031.9638712,000,DoS_Attack,A69D67936514AC19,{},Malign
1754858031.9886513,008,DoS_Attack,A9D44482FDD90B0D,{},Malign
1754858032.0734177,008,DoS_Attack,4FBA094B8B6DB64F,{},Malign
1754858032.1162443,001,DoS_Attack,CBFEE67F2A5F64CE,{},Malign
1754858032.1616564,010,DoS_Attack,34E4CA99FD8EC13D,{},Malign
1754858032.2477345,007,DoS_Attack,74F2CE4760F267A8,{},Malign
1754858032.3251238,008,DoS_Attack,0F51CB79EBD7B7C8,{},Malign
1754858032.4169147,00B,DoS_Attack,706B7F80BA9F7AEC,{},Malign
1754858032.51618,003,DoS_Attack,47B2A5E40C09AE80,{},Malign
1754858032.5764902,008,DoS_Attack,4FE9AF775C23E440,{},Malign
1754858032.6066349,004,DoS_Attack,003087C9BD5EFB23,{},Malign
1754858032.6671338,003,DoS_Attack,5702A360B1E882F6,{},Malign
1754858032.691015,006,DoS_Attack,A0360B46846F8F20,{},Malign
1754858032.767733,00D,DoS_Attack,BA24E845BB8152ED,{},Malign
1754858032.8451958,006,DoS_Attack,76A0D655E050D6F5,{},Malign
1754858032.8573356,004,DoS_Attack,ACFA1A1A03BABD1B,{},Malign
1754858032.890234,006,DoS_Attack,B725055B3A7D1D25,{},Malign
1754858032.9714334,008,DoS_Attack,28C0E7B6413826E3,{},Malign
1754858033.0052671,00A,DoS_Attack,76677B03597B1E02,{},Malign
1754858033.0576155,010,DoS_Attack,29EA9A448A4A49E8,{},Malign
1754858033.1452942,00C,DoS_Attack,A200372BD6465667,{},Malign
1754858033.2430804,00B,DoS_Attack,3EDDA7AEF965F16E,{},Malign
1754858033.283718,00E,DoS_Attack,BACCA0694FDCE3DC,{},Malign
1754858033.3210223,00A,DoS_Attack,61D072448FA1886D,{},Malign
1754858033.3391185,00D,DoS_Attack,A6AEE7DAB145EAB9,{},Malign
1754858033.376694,004,DoS_Attack,18BA6EA0AE3BE0CE,{},Malign
1754858033.42838,00C,DoS_Attack,581FC9927ADF435E,{},Malign
1754858033.5051196,000,DoS_Attack,18F055A899DB02D9,{},Malign
1754858033.554843,000,DoS_Attack,EE44AA6D9ADF11DE,{},Malign
1754858033.616531,00C,DoS_Attack,96C38BA20DABC77F,{},Malign
1754858033.6960094,010,DoS_Attack,620B67CD871947FB,{},Malign
1754858033.740152,00C,DoS_Attack,D6B09A6287D42950,{},Malign
1754858033.812823,009,DoS_Attack,794A60398299138A,{},Malign
1754858033.8944643,00F,DoS_Attack,4CA87849CCEBCC4C,{},Malign
1754858033.9883842,006,DoS_Attack,76CFBE2F6FFBEC41,{},Malign
1754858034.0593226,00D,DoS_Attack,0BFEA1491B367FB7,{},Malign
1754858034.147958,008,DoS_Attack,279748A7C01A9DF5,{},Malign
1754858034.193577,00B,DoS_Attack,B6DC23FE16BFB73B,{},Malign
1754858034.2213628,004,DoS_Attack,861FBAA6AFC2C352,{},Malign
1754858034.2815583,009,DoS_Attack,9B53D6CCF3E3A5EF,{},Malign
1754858034.32988,004,DoS_Attack,93304A27C642A7F6,{},Malign
1754858034.3780334,000,DoS_Attack,D1CA02C266716EFD,{},Malign
1754858034.442593,00A,DoS_Attack,1FC7008A88B4F783,{},Malign
1754858034.486729,000,DoS_Attack,A517D5F2517D12FC,{},Malign
1754858034.541844,006,DoS_Attack,307BCACBD04CA06F,{},Malign
1754858034.586842,005,DoS_Attack,592A5566D840498D,{},Malign
1754858034.6361103,006,DoS_Attack,2C026C090F66065D,{},Malign
1754858034.6861002,002,DoS_Attack,7D88B4C4097ECA10,{},Malign
1754858034.7417824,010,DoS_Attack,E1AB9C7A9DC75688,{},Malign
1754858034.7784724,00B,DoS_Attack,46D72FE7005975B2,{},Malign
1754858034.8060145,008,DoS_Attack,28A5E23CDDDFE7F2,{},Malign
1754858034.8290167,004,DoS_Attack,093B75EFA1945769,{},Malign
1754858034.8396268,00C,DoS_Attack,F5B28DACD3DC03B9,{},Malign
1754858034.8630714,00C,DoS_Attack,9B1C190D48B1FA3E,{},Malign
1754858034.9333801,00D,DoS_Attack,BC026B121BBD58C4,{},Malign
1754858034.9536662,002,DoS_Attack,2C26D3677DAA6CB3,{},Malign
1754858035.03886,00A,DoS_Attack,1BD9AF281FF014F6,{},Malign
1754858035.1092465,009,DoS_Attack,89ACFACB8AA776D3,{},Malign
